,qID,accuracy,response,qset,lecture,subID
0,13,1,A,0,1,P1
1,21,0,B,0,2,P1
2,12,0,D,0,1,P1
3,16,1,A,0,2,P1
4,28,1,A,0,2,P1
5,26,1,A,0,2,P1
6,2,0,C,0,1,P1
7,35,1,A,0,0,P1
8,27,0,C,0,2,P1
9,5,1,A,0,1,P1
10,32,0,B,0,0,P1
11,9,1,A,0,1,P1
12,37,0,B,0,0,P1
13,15,1,A,1,1,P1
14,29,1,A,1,2,P1
15,17,0,B,1,2,P1
16,11,1,A,1,1,P1
17,18,1,A,1,2,P1
18,39,1,A,1,0,P1
19,10,1,A,1,1,P1
20,3,1,A,1,1,P1
21,31,1,A,1,0,P1
22,7,1,A,1,1,P1
23,38,1,A,1,0,P1
24,20,1,A,1,2,P1
25,24,0,C,1,2,P1
26,22,1,A,2,2,P1
27,6,1,A,2,1,P1
28,14,1,A,2,1,P1
29,36,1,A,2,0,P1
30,4,1,A,2,1,P1
31,1,1,A,2,1,P1
32,33,1,A,2,0,P1
33,23,1,A,2,2,P1
34,19,1,A,2,2,P1
35,34,1,A,2,0,P1
36,25,1,A,2,2,P1
37,30,1,A,2,2,P1
38,8,1,A,2,1,P1
0,24,0,B,0,2,P2
1,25,0,B,0,2,P2
2,2,0,D,0,1,P2
3,30,0,B,0,2,P2
4,17,0,C,0,2,P2
5,3,0,C,0,1,P2
6,7,0,D,0,1,P2
7,14,1,A,0,1,P2
8,37,0,B,0,0,P2
9,39,1,A,0,0,P2
10,19,1,A,0,2,P2
11,6,0,C,0,1,P2
12,32,0,D,0,0,P2
13,27,0,C,1,2,P2
14,4,1,A,1,1,P2
15,28,0,D,1,2,P2
16,31,1,A,1,0,P2
17,8,1,A,1,1,P2
18,23,1,A,1,2,P2
19,9,0,C,1,1,P2
20,20,0,C,1,2,P2
21,22,0,B,1,2,P2
22,33,1,A,1,0,P2
23,12,1,A,1,1,P2
24,10,1,A,1,1,P2
25,38,0,C,1,0,P2
26,18,1,A,2,2,P2
27,36,0,C,2,0,P2
28,21,1,A,2,2,P2
29,35,1,A,2,0,P2
30,29,1,A,2,2,P2
31,34,0,D,2,0,P2
32,13,1,A,2,1,P2
33,11,1,A,2,1,P2
34,1,1,A,2,1,P2
35,5,0,D,2,1,P2
36,16,1,A,2,2,P2
37,26,1,A,2,2,P2
38,15,1,A,2,1,P2
0,1,0,C,0,1,P3
1,23,0,D,0,2,P3
2,18,0,C,0,2,P3
3,22,1,A,0,2,P3
4,34,0,D,0,0,P3
5,36,1,A,0,0,P3
6,14,1,A,0,1,P3
7,31,0,D,0,0,P3
8,15,1,A,0,1,P3
9,26,0,D,0,2,P3
10,13,1,A,0,1,P3
11,24,0,B,0,2,P3
12,6,0,B,0,1,P3
13,20,0,C,1,2,P3
14,35,1,A,1,0,P3
15,3,0,C,1,1,P3
16,25,0,C,1,2,P3
17,8,0,B,1,1,P3
18,37,0,B,1,0,P3
19,29,0,C,1,2,P3
20,11,1,A,1,1,P3
21,9,0,B,1,1,P3
22,21,0,C,1,2,P3
23,30,0,B,1,2,P3
24,12,0,C,1,1,P3
25,33,1,A,1,0,P3
26,2,0,C,2,1,P3
27,16,0,D,2,2,P3
28,32,1,A,2,0,P3
29,38,1,A,2,0,P3
30,17,0,C,2,2,P3
31,28,1,A,2,2,P3
32,4,1,A,2,1,P3
33,27,0,C,2,2,P3
34,7,0,C,2,1,P3
35,10,0,D,2,1,P3
36,19,0,C,2,2,P3
37,39,0,D,2,0,P3
38,5,1,A,2,1,P3
0,32,1,A,0,0,P4
