,qID,accuracy,response,qset,lecture,subID
35,38,1,A,2,0,P27
36,26,0,B,2,2,P27
37,13,1,A,2,1,P27
38,31,1,A,2,0,P27
0,28,0,B,0,2,P28
1,14,1,A,0,1,P28
2,36,1,A,0,0,P28
3,25,1,A,0,2,P28
4,29,1,A,0,2,P28
5,7,1,A,0,1,P28
6,21,1,A,0,2,P28
7,31,1,A,0,0,P28
8,16,0,C,0,2,P28
9,2,0,D,0,1,P28
10,33,1,A,0,0,P28
11,10,0,D,0,1,P28
12,3,0,C,0,1,P28
13,38,1,A,1,0,P28
14,18,0,C,1,2,P28
15,22,1,A,1,2,P28
16,23,0,B,1,2,P28
17,17,1,A,1,2,P28
18,9,0,C,1,1,P28
19,30,1,A,1,2,P28
20,11,1,A,1,1,P28
21,37,0,D,1,0,P28
22,4,1,A,1,1,P28
23,15,0,B,1,1,P28
24,32,1,A,1,0,P28
25,6,0,C,1,1,P28
26,39,1,A,2,0,P28
27,19,1,A,2,2,P28
28,5,0,D,2,1,P28
29,24,0,B,2,2,P28
30,1,1,A,2,1,P28
31,35,1,A,2,0,P28
32,12,1,A,2,1,P28
33,20,0,D,2,2,P28
34,13,1,A,2,1,P28
35,26,0,D,2,2,P28
36,34,1,A,2,0,P28
37,27,1,A,2,2,P28
38,8,1,A,2,1,P28
0,3,1,A,0,1,P29
1,26,0,D,0,2,P29
2,5,1,A,0,1,P29
3,6,0,C,0,1,P29
4,7,1,A,0,1,P29
5,38,1,A,0,0,P29
6,27,0,D,0,2,P29
7,32,0,C,0,0,P29
8,4,0,C,0,1,P29
9,31,0,C,0,0,P29
10,29,1,A,0,2,P29
11,21,0,B,0,2,P29
12,30,0,C,0,2,P29
13,39,1,A,1,0,P29
14,16,0,D,1,2,P29
15,1,1,A,1,1,P29
16,18,1,A,1,2,P29
17,14,1,A,1,1,P29
18,8,1,A,1,1,P29
19,12,1,A,1,1,P29
20,9,0,C,1,1,P29
21,37,1,A,1,0,P29
22,19,1,A,1,2,P29
23,28,0,B,1,2,P29
24,34,0,D,1,0,P29
25,25,0,C,1,2,P29
26,10,1,A,2,1,P29
27,2,0,C,2,1,P29
28,24,1,A,2,2,P29
29,22,1,A,2,2,P29
30,33,0,B,2,0,P29
31,36,1,A,2,0,P29
32,20,0,D,2,2,P29
33,15,1,A,2,1,P29
34,23,1,A,2,2,P29
35,35,1,A,2,0,P29
36,13,1,A,2,1,P29
37,11,1,A,2,1,P29
38,17,1,A,2,2,P29
0,32,1,A,0,0,P30
1,25,0,D,0,2,P30
2,16,1,A,0,2,P30
3,10,0,D,0,1,P30
4,23,0,B,0,2,P30
5,18,0,D,0,2,P30
6,33,0,B,0,0,P30
7,26,0,B,0,2,P30
8,3,0,C,0,1,P30
9,9,0,B,0,1,P30
10,6,0,C,0,1,P30
11,39,0,D,0,0,P30
12,5,0,B,0,1,P30
13,31,1,A,1,0,P30
14,12,1,A,1,1,P30
15,24,0,B,1,2,P30
16,35,1,A,1,0,P30
17,29,1,A,1,2,P30
18,7,1,A,1,1,P30
19,2,1,A,1,1,P30
20,38,0,D,1,0,P30
21,8,1,A,1,1,P30
22,22,0,C,1,2,P30
23,19,1,A,1,2,P30
24,28,0,B,1,2,P30
25,15,1,A,1,1,P30
26,27,0,C,2,2,P30
27,34,1,A,2,0,P30
28,13,1,A,2,1,P30
29,37,0,B,2,0,P30
30,36,1,A,2,0,P30
31,21,1,A,2,2,P30
32,14,1,A,2,1,P30
33,17,1,A,2,2,P30
34,20,1,A,2,2,P30
35,11,1,A,2,1,P30
36,1,0,D,2,1,P30
37,30,1,A,2,2,P30
38,4,1,A,2,1,P30
0,14,1,A,0,1,P31
1,23,0,B,0,2,P31
2,31,1,A,0,0,P31
3,19,1,A,0,2,P31
4,39,1,A,0,0,P31
5,8,1,A,0,1,P31
6,7,0,D,0,1,P31
7,4,0,B,0,1,P31
8,25,0,D,0,2,P31
9,37,0,C,0,0,P31
10,21,1,A,0,2,P31
11,17,0,C,0,2,P31
12,12,0,C,0,1,P31
13,15,1,A,1,1,P31
14,18,0,C,1,2,P31
15,11,1,A,1,1,P31
16,34,1,A,1,0,P31
17,2,1,A,1,1,P31
18,35,1,A,1,0,P31
19,20,0,C,1,2,P31
20,30,0,B,1,2,P31
21,27,0,C,1,2,P31
22,36,1,A,1,0,P31
23,3,0,C,1,1,P31
24,13,0,B,1,1,P31
25,26,0,B,1,2,P31
26,5,0,D,2,1,P31
27,24,0,B,2,2,P31
28,29,1,A,2,2,P31
29,22,1,A,2,2,P31
30,32,1,A,2,0,P31
31,28,1,A,2,2,P31
32,16,1,A,2,2,P31
33,33,1,A,2,0,P31
34,38,1,A,2,0,P31
35,9,0,C,2,1,P31
36,10,1,A,2,1,P31
37,6,1,A,2,1,P31
38,1,1,A,2,1,P31
0,23,1,A,0,2,P32
1,18,0,D,0,2,P32
2,11,0,D,0,1,P32
3,6,0,D,0,1,P32
4,3,0,D,0,1,P32
5,35,1,A,0,0,P32
6,8,0,D,0,1,P32
7,31,1,A,0,0,P32
8,34,1,A,0,0,P32
9,19,0,C,0,2,P32
10,12,0,D,0,1,P32
11,22,0,C,0,2,P32
12,17,0,C,0,2,P32
13,9,1,A,1,1,P32
14,15,1,A,1,1,P32
15,24,0,D,1,2,P32
16,13,1,A,1,1,P32
17,10,1,A,1,1,P32
18,38,1,A,1,0,P32
19,20,0,C,1,2,P32
20,37,0,B,1,0,P32
21,5,0,D,1,1,P32
22,26,0,B,1,2,P32
23,16,0,D,1,2,P32
24,25,0,B,1,2,P32
25,39,0,C,1,0,P32
26,4,1,A,2,1,P32
27,33,1,A,2,0,P32
28,29,1,A,2,2,P32
29,28,1,A,2,2,P32
30,1,0,D,2,1,P32
31,21,0,B,2,2,P32
32,36,1,A,2,0,P32
33,32,1,A,2,0,P32
34,30,1,A,2,2,P32
35,27,0,D,2,2,P32
36,7,1,A,2,1,P32
37,14,1,A,2,1,P32
38,2,1,A,2,1,P32
0,17,1,A,0,2,P33
1,13,1,A,0,1,P33
2,2,0,C,0,1,P33
3,3,0,C,0,1,P33
4,5,0,D,0,1,P33
5,21,0,B,0,2,P33
6,31,1,A,0,0,P33
7,9,1,A,0,1,P33
8,22,1,A,0,2,P33
9,34,1,A,0,0,P33
10,39,1,A,0,0,P33
11,19,1,A,0,2,P33
12,27,0,C,0,2,P33
13,29,0,B,1,2,P33
14,35,1,A,1,0,P33
15,10,1,A,1,1,P33
16,23,1,A,1,2,P33
17,33,0,B,1,0,P33
18,12,1,A,1,1,P33
19,11,1,A,1,1,P33
20,6,1,A,1,1,P33
21,4,1,A,1,1,P33
22,38,1,A,1,0,P33
23,18,0,C,1,2,P33
24,24,1,A,1,2,P33
25,20,1,A,1,2,P33
26,16,0,D,2,2,P33
27,36,1,A,2,0,P33
28,1,0,D,2,1,P33
29,26,0,B,2,2,P33
30,25,1,A,2,2,P33
31,32,1,A,2,0,P33
32,15,1,A,2,1,P33
33,14,1,A,2,1,P33
34,30,1,A,2,2,P33
35,7,1,A,2,1,P33
36,37,1,A,2,0,P33
37,8,1,A,2,1,P33
38,28,1,A,2,2,P33
0,8,0,D,0,1,P34
1,9,0,C,0,1,P34
2,12,0,C,0,1,P34
3,36,0,B,0,0,P34
4,32,1,A,0,0,P34
5,21,0,B,0,2,P34
6,19,1,A,0,2,P34
7,1,0,D,0,1,P34
8,34,1,A,0,0,P34
9,18,1,A,0,2,P34
10,20,1,A,0,2,P34
11,14,1,A,0,1,P34
12,30,0,C,0,2,P34
13,27,0,D,1,2,P34
14,2,1,A,1,1,P34
15,5,1,A,1,1,P34
16,26,0,B,1,2,P34
17,22,0,C,1,2,P34
18,11,1,A,1,1,P34
19,39,1,A,1,0,P34
20,10,1,A,1,1,P34
21,25,1,A,1,2,P34
22,23,0,B,1,2,P34
23,3,1,A,1,1,P34
24,38,1,A,1,0,P34
25,37,1,A,1,0,P34
26,33,1,A,2,0,P34
27,35,1,A,2,0,P34
28,24,0,B,2,2,P34
29,16,1,A,2,2,P34
30,31,0,B,2,0,P34
31,17,1,A,2,2,P34
32,7,1,A,2,1,P34
33,28,1,A,2,2,P34
34,29,1,A,2,2,P34
35,13,1,A,2,1,P34
36,15,1,A,2,1,P34
37,4,1,A,2,1,P34
38,6,0,B,2,1,P34
0,36,0,C,0,0,P35
1,16,0,C,0,2,P35
2,1,0,D,0,1,P35
3,8,0,C,0,1,P35
4,18,0,D,0,2,P35
5,26,0,B,0,2,P35
6,14,1,A,0,1,P35
7,7,1,A,0,1,P35
8,11,0,D,0,1,P35
9,25,1,A,0,2,P35
10,32,1,A,0,0,P35
11,24,0,B,0,2,P35
12,37,0,D,0,0,P35
13,38,1,A,1,0,P35
14,6,1,A,1,1,P35
15,35,1,A,1,0,P35
16,27,1,A,1,2,P35
17,22,0,D,1,2,P35
18,17,1,A,1,2,P35
19,5,1,A,1,1,P35
20,30,0,B,1,2,P35
21,28,1,A,1,2,P35
22,10,1,A,1,1,P35
23,39,1,A,1,0,P35
24,13,1,A,1,1,P35
25,2,1,A,1,1,P35
26,33,0,B,2,0,P35
27,19,1,A,2,2,P35
28,29,1,A,2,2,P35
29,34,0,D,2,0,P35
30,12,1,A,2,1,P35
31,21,1,A,2,2,P35
32,31,1,A,2,0,P35
33,23,1,A,2,2,P35
34,3,1,A,2,1,P35
35,4,1,A,2,1,P35
36,15,1,A,2,1,P35
37,20,1,A,2,2,P35
38,9,0,B,2,1,P35
0,29,0,B,0,2,P36
1,31,0,D,0,0,P36
2,17,0,C,0,2,P36
3,36,1,A,0,0,P36
4,7,0,D,0,1,P36
5,20,0,C,0,2,P36
6,12,1,A,0,1,P36
7,38,1,A,0,0,P36
8,30,0,D,0,2,P36
9,4,0,C,0,1,P36
10,19,0,B,0,2,P36
11,5,0,D,0,1,P36
12,10,1,A,0,1,P36
13,37,0,D,1,0,P36
14,14,1,A,1,1,P36
15,22,0,C,1,2,P36
16,39,1,A,1,0,P36
17,35,1,A,1,0,P36
18,24,0,B,1,2,P36
19,16,0,D,1,2,P36
20,21,1,A,1,2,P36
21,2,0,C,1,1,P36
22,11,1,A,1,1,P36
23,9,0,C,1,1,P36
24,25,0,C,1,2,P36
25,3,1,A,1,1,P36
26,6,1,A,2,1,P36
27,26,1,A,2,2,P36
28,13,1,A,2,1,P36
29,28,1,A,2,2,P36
30,1,0,D,2,1,P36
31,23,0,B,2,2,P36
32,34,1,A,2,0,P36
33,33,1,A,2,0,P36
34,8,0,C,2,1,P36
35,27,1,A,2,2,P36
36,15,0,C,2,1,P36
37,18,1,A,2,2,P36
38,32,1,A,2,0,P36
0,19,0,C,0,2,P37
1,22,0,C,0,2,P37
2,3,0,C,0,1,P37
3,2,1,A,0,1,P37
4,34,0,D,0,0,P37
5,36,1,A,0,0,P37
6,24,0,B,0,2,P37
7,39,1,A,0,0,P37
8,23,0,D,0,2,P37
9,1,1,A,0,1,P37
10,10,1,A,0,1,P37
11,14,1,A,0,1,P37
12,21,0,D,0,2,P37
13,17,0,C,1,2,P37
14,20,0,D,1,2,P37
15,15,1,A,1,1,P37
16,6,1,A,1,1,P37
17,28,1,A,1,2,P37
18,37,0,B,1,0,P37
19,5,0,D,1,1,P37
20,12,1,A,1,1,P37
21,35,1,A,1,0,P37
22,33,1,A,1,0,P37
23,16,0,D,1,2,P37
24,27,0,C,1,2,P37
25,7,0,D,1,1,P37
26,11,1,A,2,1,P37
27,26,1,A,2,2,P37
28,9,0,C,2,1,P37
29,25,1,A,2,2,P37
30,32,1,A,2,0,P37
31,8,0,C,2,1,P37
32,38,1,A,2,0,P37
33,18,0,C,2,2,P37
34,29,1,A,2,2,P37
35,13,1,A,2,1,P37
36,31,1,A,2,0,P37
37,30,1,A,2,2,P37
38,4,1,A,2,1,P37
0,19,0,B,0,2,P38
1,38,0,C,0,0,P38
2,12,1,A,0,1,P38
3,29,0,B,0,2,P38
4,28,0,C,0,2,P38
5,32,1,A,0,0,P38
6,9,0,C,0,1,P38
7,8,1,A,0,1,P38
8,25,0,D,0,2,P38
9,13,0,B,0,1,P38
10,39,1,A,0,0,P38
11,5,1,A,0,1,P38
12,24,0,C,0,2,P38
13,21,0,B,1,2,P38
14,2,0,B,1,1,P38
15,37,1,A,1,0,P38
16,16,0,D,1,2,P38
17,31,0,B,1,0,P38
18,6,0,D,1,1,P38
19,26,0,B,1,2,P38
20,3,1,A,1,1,P38
21,4,0,B,1,1,P38
22,22,0,D,1,2,P38
23,30,1,A,1,2,P38
24,15,1,A,1,1,P38
25,35,1,A,1,0,P38
26,27,1,A,2,2,P38
27,7,1,A,2,1,P38
28,11,1,A,2,1,P38
29,34,1,A,2,0,P38
30,17,1,A,2,2,P38
31,18,1,A,2,2,P38
32,14,1,A,2,1,P38
33,20,0,B,2,2,P38
34,10,1,A,2,1,P38
35,36,0,C,2,0,P38
36,23,1,A,2,2,P38
37,33,0,D,2,0,P38
38,1,1,A,2,1,P38
0,39,0,D,0,0,P39
1,32,0,C,0,0,P39
2,18,0,B,0,2,P39
3,30,1,A,0,2,P39
4,1,0,D,0,1,P39
5,28,0,C,0,2,P39
6,38,1,A,0,0,P39
7,7,0,C,0,1,P39
8,25,0,C,0,2,P39
9,11,0,B,0,1,P39
10,22,1,A,0,2,P39
11,5,0,D,0,1,P39
12,4,0,D,0,1,P39
13,2,1,A,1,1,P39
14,34,0,D,1,0,P39
15,3,1,A,1,1,P39
16,21,1,A,1,2,P39
17,9,0,D,1,1,P39
18,26,0,D,1,2,P39
19,12,1,A,1,1,P39
20,23,0,B,1,2,P39
21,24,0,D,1,2,P39
22,19,1,A,1,2,P39
23,8,1,A,1,1,P39
24,37,0,D,1,0,P39
25,36,1,A,1,0,P39
26,16,0,D,2,2,P39
27,13,1,A,2,1,P39
28,31,1,A,2,0,P39
29,29,1,A,2,2,P39
30,14,1,A,2,1,P39
31,6,0,D,2,1,P39
32,33,0,B,2,0,P39
33,17,0,C,2,2,P39
34,35,1,A,2,0,P39
35,20,1,A,2,2,P39
36,15,1,A,2,1,P39
37,27,0,D,2,2,P39
38,10,0,D,2,1,P39
0,20,1,A,0,2,P40
1,27,1,A,0,2,P40
2,31,1,A,0,0,P40
3,17,1,A,0,2,P40
4,3,0,D,0,1,P40
5,15,1,A,0,1,P40
6,23,0,B,0,2,P40
7,13,1,A,0,1,P40
8,10,1,A,0,1,P40
9,25,1,A,0,2,P40
10,8,1,A,0,1,P40
11,39,1,A,0,0,P40
12,36,1,A,0,0,P40
13,19,1,A,1,2,P40
14,35,1,A,1,0,P40
15,1,1,A,1,1,P40
16,4,1,A,1,1,P40
17,26,1,A,1,2,P40
18,21,0,B,1,2,P40
19,7,1,A,1,1,P40
20,37,0,D,1,0,P40
21,2,1,A,1,1,P40
22,22,0,C,1,2,P40
23,38,1,A,1,0,P40
24,5,1,A,1,1,P40
25,29,1,A,1,2,P40
26,18,1,A,2,2,P40
27,34,1,A,2,0,P40
28,30,1,A,2,2,P40
29,33,0,B,2,0,P40
30,24,1,A,2,2,P40
31,28,1,A,2,2,P40
32,11,1,A,2,1,P40
33,6,1,A,2,1,P40
34,9,1,A,2,1,P40
35,12,1,A,2,1,P40
36,16,1,A,2,2,P40
37,14,1,A,2,1,P40
38,32,1,A,2,0,P40
0,5,1,A,0,1,P41
1,11,1,A,0,1,P41
2,17,1,A,0,2,P41
3,37,1,A,0,0,P41
4,18,0,D,0,2,P41
5,15,1,A,0,1,P41
6,25,1,A,0,2,P41
7,32,1,A,0,0,P41
8,7,1,A,0,1,P41
9,8,0,C,0,1,P41
10,33,1,A,0,0,P41
11,27,0,D,0,2,P41
12,24,0,B,0,2,P41
13,34,1,A,1,0,P41
14,19,0,C,1,2,P41
15,20,1,A,1,2,P41
16,22,1,A,1,2,P41
17,36,1,A,1,0,P41
18,39,1,A,1,0,P41
19,12,1,A,1,1,P41
20,13,1,A,1,1,P41
21,26,0,D,1,2,P41
22,2,1,A,1,1,P41
23,6,1,A,1,1,P41
24,9,1,A,1,1,P41
25,21,0,B,1,2,P41
26,38,1,A,2,0,P41
27,28,1,A,2,2,P41
28,30,1,A,2,2,P41
29,3,1,A,2,1,P41
30,10,1,A,2,1,P41
31,16,1,A,2,2,P41
32,14,1,A,2,1,P41
33,31,1,A,2,0,P41
34,23,1,A,2,2,P41
35,35,1,A,2,0,P41
36,29,1,A,2,2,P41
37,1,1,A,2,1,P41
38,4,1,A,2,1,P41
0,34,1,A,0,0,P42
1,16,1,A,0,2,P42
2,27,0,C,0,2,P42
3,24,0,D,0,2,P42
4,31,1,A,0,0,P42
5,39,0,D,0,0,P42
6,5,0,D,0,1,P42
7,15,0,B,0,1,P42
8,10,0,D,0,1,P42
9,23,0,C,0,2,P42
10,22,0,C,0,2,P42
11,2,1,A,0,1,P42
12,7,0,B,0,1,P42
13,9,0,C,1,1,P42
14,11,0,C,1,1,P42
15,28,0,C,1,2,P42
16,33,1,A,1,0,P42
17,1,0,D,1,1,P42
18,6,0,C,1,1,P42
19,12,1,A,1,1,P42
20,19,0,D,1,2,P42
21,30,1,A,1,2,P42
22,36,0,D,1,0,P42
23,35,1,A,1,0,P42
24,26,0,B,1,2,P42
25,20,0,D,1,2,P42
26,4,0,B,2,1,P42
27,3,1,A,2,1,P42
28,32,1,A,2,0,P42
29,8,0,B,2,1,P42
30,29,0,B,2,2,P42
31,13,0,B,2,1,P42
32,25,0,B,2,2,P42
33,38,1,A,2,0,P42
34,14,1,A,2,1,P42
35,21,1,A,2,2,P42
36,37,1,A,2,0,P42
37,18,0,D,2,2,P42
38,17,1,A,2,2,P42
0,2,0,B,0,1,P43
1,26,0,B,0,2,P43
2,14,1,A,0,1,P43
3,37,1,A,0,0,P43
4,27,0,C,0,2,P43
5,1,0,D,0,1,P43
6,21,1,A,0,2,P43
7,8,0,D,0,1,P43
8,31,1,A,0,0,P43
9,4,0,B,0,1,P43
10,33,1,A,0,0,P43
11,19,0,C,0,2,P43
12,23,1,A,0,2,P43
13,36,1,A,1,0,P43
14,28,1,A,1,2,P43
15,34,1,A,1,0,P43
16,22,1,A,1,2,P43
17,24,0,C,1,2,P43
18,12,1,A,1,1,P43
19,7,1,A,1,1,P43
20,5,1,A,1,1,P43
21,25,1,A,1,2,P43
22,9,1,A,1,1,P43
23,38,1,A,1,0,P43
24,30,1,A,1,2,P43
25,15,1,A,1,1,P43
26,39,1,A,2,0,P43
27,32,1,A,2,0,P43
28,11,1,A,2,1,P43
29,13,1,A,2,1,P43
30,35,1,A,2,0,P43
31,17,1,A,2,2,P43
32,29,1,A,2,2,P43
33,10,1,A,2,1,P43
34,18,1,A,2,2,P43
35,6,1,A,2,1,P43
36,3,1,A,2,1,P43
37,20,0,D,2,2,P43
38,16,1,A,2,2,P43
0,32,0,C,0,0,P44
1,20,0,C,0,2,P44
2,14,1,A,0,1,P44
3,2,0,D,0,1,P44
4,16,1,A,0,2,P44
5,17,0,C,0,2,P44
6,31,1,A,0,0,P44
7,1,0,D,0,1,P44
8,6,0,D,0,1,P44
9,30,0,B,0,2,P44
10,35,0,B,0,0,P44
11,28,0,B,0,2,P44
12,3,0,C,0,1,P44
13,38,1,A,1,0,P44
14,27,0,B,1,2,P44
15,39,0,D,1,0,P44
16,29,1,A,1,2,P44
17,37,0,D,1,0,P44
18,26,0,B,1,2,P44
19,9,0,C,1,1,P44
20,13,0,B,1,1,P44
21,8,1,A,1,1,P44
22,12,1,A,1,1,P44
23,25,1,A,1,2,P44
24,21,0,B,1,2,P44
25,11,1,A,1,1,P44
26,22,1,A,2,2,P44
27,19,1,A,2,2,P44
28,15,1,A,2,1,P44
29,36,1,A,2,0,P44
30,5,0,D,2,1,P44
31,34,1,A,2,0,P44
32,7,1,A,2,1,P44
33,10,1,A,2,1,P44
34,18,1,A,2,2,P44
35,33,1,A,2,0,P44
36,24,1,A,2,2,P44
37,4,1,A,2,1,P44
38,23,1,A,2,2,P44
0,5,1,A,0,1,P45
1,32,1,A,0,0,P45
2,37,0,B,0,0,P45
3,28,1,A,0,2,P45
4,18,0,C,0,2,P45
5,31,1,A,0,0,P45
6,16,0,D,0,2,P45
7,27,0,C,0,2,P45
8,14,1,A,0,1,P45
9,10,0,B,0,1,P45
10,13,0,B,0,1,P45
11,20,1,A,0,2,P45
12,15,1,A,0,1,P45
13,11,1,A,1,1,P45
14,30,0,D,1,2,P45
15,12,1,A,1,1,P45
16,24,0,B,1,2,P45
17,23,1,A,1,2,P45
18,3,1,A,1,1,P45
19,9,0,C,1,1,P45
20,6,1,A,1,1,P45
21,25,0,B,1,2,P45
22,33,1,A,1,0,P45
23,36,1,A,1,0,P45
24,22,0,C,1,2,P45
25,34,0,D,1,0,P45
26,7,1,A,2,1,P45
27,35,1,A,2,0,P45
28,8,1,A,2,1,P45
29,19,1,A,2,2,P45
30,21,1,A,2,2,P45
31,17,1,A,2,2,P45
32,1,1,A,2,1,P45
33,29,1,A,2,2,P45
34,39,0,B,2,0,P45
35,2,1,A,2,1,P45
36,4,1,A,2,1,P45
37,38,1,A,2,0,P45
38,26,1,A,2,2,P45
0,20,1,A,0,2,P46
1,19,1,A,0,2,P46
2,15,1,A,0,1,P46
3,38,1,A,0,0,P46
4,21,1,A,0,2,P46
5,3,0,C,0,1,P46
6,35,1,A,0,0,P46
7,30,1,A,0,2,P46
8,25,1,A,0,2,P46
9,33,1,A,0,0,P46
10,1,1,A,0,1,P46
11,11,0,B,0,1,P46
12,7,1,A,0,1,P46
13,34,0,D,1,0,P46
14,28,1,A,1,2,P46
15,22,0,C,1,2,P46
16,8,1,A,1,1,P46
17,4,1,A,1,1,P46
18,14,1,A,1,1,P46
19,26,0,B,1,2,P46
20,23,1,A,1,2,P46
21,13,1,A,1,1,P46
22,39,1,A,1,0,P46
23,37,1,A,1,0,P46
24,10,1,A,1,1,P46
25,29,1,A,1,2,P46
26,5,1,A,2,1,P46
27,18,1,A,2,2,P46
28,24,1,A,2,2,P46
29,31,1,A,2,0,P46
30,27,1,A,2,2,P46
31,6,1,A,2,1,P46
32,2,1,A,2,1,P46
33,12,0,C,2,1,P46
34,17,1,A,2,2,P46
35,9,1,A,2,1,P46
36,36,1,A,2,0,P46
37,32,1,A,2,0,P46
38,16,1,A,2,2,P46
0,11,1,A,0,1,P47
1,29,0,B,0,2,P47
2,12,1,A,0,1,P47
3,23,0,B,0,2,P47
4,2,0,D,0,1,P47
5,38,1,A,0,0,P47
6,35,1,A,0,0,P47
7,28,0,B,0,2,P47
8,22,1,A,0,2,P47
9,18,0,D,0,2,P47
10,13,0,B,0,1,P47
11,6,0,D,0,1,P47
12,37,0,B,0,0,P47
13,30,0,B,1,2,P47
14,7,1,A,1,1,P47
15,31,1,A,1,0,P47
16,9,0,B,1,1,P47
17,34,1,A,1,0,P47
18,27,0,C,1,2,P47
19,39,1,A,1,0,P47
20,21,0,B,1,2,P47
21,3,1,A,1,1,P47
22,16,0,D,1,2,P47
23,1,1,A,1,1,P47
24,26,0,D,1,2,P47
25,15,1,A,1,1,P47
26,36,1,A,2,0,P47
27,33,1,A,2,0,P47
28,17,1,A,2,2,P47
29,8,1,A,2,1,P47
30,24,0,B,2,2,P47
31,14,1,A,2,1,P47
32,4,1,A,2,1,P47
33,5,0,C,2,1,P47
34,20,1,A,2,2,P47
35,32,1,A,2,0,P47
36,25,0,B,2,2,P47
37,10,1,A,2,1,P47
38,19,1,A,2,2,P47
0,6,1,A,0,1,P48
1,25,0,C,0,2,P48
2,19,0,C,0,2,P48
3,31,1,A,0,0,P48
4,8,0,B,0,1,P48
5,36,1,A,0,0,P48
6,14,1,A,0,1,P48
7,34,1,A,0,0,P48
8,15,0,B,0,1,P48
9,22,1,A,0,2,P48
10,1,0,D,0,1,P48
11,21,0,B,0,2,P48
12,26,0,B,0,2,P48
13,9,0,C,1,1,P48
14,39,0,D,1,0,P48
15,3,0,C,1,1,P48
16,13,1,A,1,1,P48
17,23,1,A,1,2,P48
18,17,0,C,1,2,P48
19,35,1,A,1,0,P48
20,12,1,A,1,1,P48
21,27,1,A,1,2,P48
22,18,1,A,1,2,P48
23,4,0,B,1,1,P48
24,20,0,C,1,2,P48
25,33,0,B,1,0,P48
26,29,1,A,2,2,P48
27,5,0,C,2,1,P48
28,28,1,A,2,2,P48
29,24,0,B,2,2,P48
30,37,0,D,2,0,P48
31,38,1,A,2,0,P48
32,7,1,A,2,1,P48
33,32,0,B,2,0,P48
34,30,1,A,2,2,P48
35,2,0,C,2,1,P48
36,11,1,A,2,1,P48
37,16,0,B,2,2,P48
38,10,1,A,2,1,P48
0,28,1,A,0,2,P49
1,15,1,A,0,1,P49
2,5,0,D,0,1,P49
3,27,0,C,0,2,P49
4,30,0,B,0,2,P49
5,10,0,D,0,1,P49
6,38,1,A,0,0,P49
7,6,0,D,0,1,P49
8,37,0,C,0,0,P49
9,20,1,A,0,2,P49
10,4,0,B,0,1,P49
11,29,0,B,0,2,P49
12,31,0,B,0,0,P49
13,3,1,A,1,1,P49
14,16,0,C,1,2,P49
15,36,1,A,1,0,P49
16,7,1,A,1,1,P49
17,35,1,A,1,0,P49
18,17,0,C,1,2,P49
19,1,0,D,1,1,P49
20,34,1,A,1,0,P49
21,25,0,D,1,2,P49
22,12,1,A,1,1,P49
23,8,1,A,1,1,P49
24,21,1,A,1,2,P49
25,19,0,C,1,2,P49
26,33,1,A,2,0,P49
27,18,0,D,2,2,P49
28,9,0,D,2,1,P49
29,13,1,A,2,1,P49
30,26,0,D,2,2,P49
31,23,0,B,2,2,P49
32,11,1,A,2,1,P49
33,2,0,D,2,1,P49
34,39,1,A,2,0,P49
35,24,1,A,2,2,P49
36,22,1,A,2,2,P49
37,14,1,A,2,1,P49
38,32,1,A,2,0,P49
0,1,1,A,0,1,P50
1,39,0,D,0,0,P50
2,4,0,D,0,1,P50
3,31,1,A,0,0,P50
4,15,1,A,0,1,P50
5,16,0,C,0,2,P50
6,14,1,A,0,1,P50
7,27,0,D,0,2,P50
8,21,1,A,0,2,P50
9,10,0,C,0,1,P50
10,17,1,A,0,2,P50
11,35,1,A,0,0,P50
12,28,0,D,0,2,P50
13,25,1,A,1,2,P50
14,32,1,A,1,0,P50
15,6,1,A,1,1,P50
16,22,0,D,1,2,P50
17,34,1,A,1,0,P50
18,7,0,D,1,1,P50
19,19,1,A,1,2,P50
20,2,1,A,1,1,P50
21,24,0,B,1,2,P50
22,8,1,A,1,1,P50
23,9,0,D,1,1,P50
24,30,0,D,1,2,P50
25,38,1,A,1,0,P50
26,11,1,A,2,1,P50
27,37,0,B,2,0,P50
28,36,1,A,2,0,P50
29,26,0,D,2,2,P50
30,18,1,A,2,2,P50
31,12,0,B,2,1,P50
32,3,1,A,2,1,P50
33,5,0,C,2,1,P50
34,23,1,A,2,2,P50
35,13,1,A,2,1,P50
36,33,1,A,2,0,P50
37,29,1,A,2,2,P50
38,20,1,A,2,2,P50
